session_id,node_count,edge_count,graph_density,max_out_degree,longest_path,unique_event_types,external_edge_count,encoded_command_count,outbound_bytes,suspicious_process_count,suspicious_relationship_count,has_external_path,label
SESSION-01001,3,2,0.3333333333333333,1,2,2,0,0,43625,0,0,0,benign
SESSION-01002,3,2,0.3333333333333333,1,2,2,1,0,24456,0,0,0,benign
SESSION-01003,3,2,0.3333333333333333,2,1,2,0,0,60367,0,0,0,benign
SESSION-01004,7,6,0.14285714285714285,2,4,3,1,2,366183,3,3,1,attack
SESSION-01005,6,5,0.16666666666666666,2,4,3,1,2,177528,3,3,1,attack
SESSION-01006,4,3,0.25,1,3,3,0,0,2968,0,0,0,benign
SESSION-01007,7,6,0.14285714285714285,2,4,3,1,2,304262,3,3,1,attack
SESSION-01008,6,5,0.16666666666666666,2,4,3,1,2,451397,3,3,1,attack
SESSION-01009,4,3,0.25,1,3,3,0,0,61022,0,0,0,benign
SESSION-01010,3,2,0.3333333333333333,2,1,2,0,0,47355,0,0,0,benign
SESSION-01011,3,2,0.3333333333333333,2,1,2,0,0,11157,0,0,0,benign
SESSION-01012,4,3,0.25,1,3,3,0,0,8739,0,0,0,benign
SESSION-01013,4,3,0.25,2,2,2,0,0,20022,0,0,0,benign
SESSION-01014,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01015,4,3,0.25,2,2,2,0,0,31621,0,0,0,benign
SESSION-01016,3,2,0.3333333333333333,2,1,2,0,0,4516,0,0,0,benign
SESSION-01017,6,5,0.16666666666666666,2,4,3,1,2,786976,3,3,1,attack
SESSION-01018,3,2,0.3333333333333333,1,2,2,0,0,58020,0,0,0,benign
SESSION-01019,3,2,0.3333333333333333,2,1,2,0,0,6614,0,0,0,benign
SESSION-01020,7,6,0.14285714285714285,2,4,3,1,2,312310,3,3,1,attack
SESSION-01021,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01022,4,3,0.25,2,2,2,0,0,3002,0,0,0,benign
SESSION-01023,4,3,0.25,2,2,2,0,0,15891,0,0,0,benign
SESSION-01024,3,2,0.3333333333333333,2,1,2,0,0,12420,0,0,0,benign
SESSION-01025,4,3,0.25,1,3,3,0,0,12292,0,0,0,benign
SESSION-01026,3,2,0.3333333333333333,1,2,2,1,0,15030,0,0,0,benign
SESSION-01027,6,5,0.16666666666666666,2,4,3,1,2,81582,3,3,1,attack
SESSION-01028,3,2,0.3333333333333333,2,1,2,0,0,31208,0,0,0,benign
SESSION-01029,6,5,0.16666666666666666,2,4,3,1,2,150879,3,3,1,attack
SESSION-01030,6,5,0.16666666666666666,2,4,3,1,2,776501,3,3,1,attack
SESSION-01031,3,2,0.3333333333333333,2,1,2,0,0,60251,0,0,0,benign
SESSION-01032,4,3,0.25,2,2,2,0,0,10410,0,0,0,benign
SESSION-01033,6,5,0.16666666666666666,2,4,3,1,2,701850,3,3,1,attack
SESSION-01034,3,2,0.3333333333333333,1,2,2,0,0,8098,0,0,0,benign
SESSION-01035,3,2,0.3333333333333333,2,1,2,0,0,11930,0,0,0,benign
SESSION-01036,4,3,0.25,2,2,2,0,0,36748,0,0,0,benign
SESSION-01037,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01038,4,3,0.25,2,2,2,0,0,56611,0,0,0,benign
SESSION-01039,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01040,3,2,0.3333333333333333,2,1,2,0,0,7997,0,0,0,benign
SESSION-01041,3,2,0.3333333333333333,2,1,2,0,0,46302,0,0,0,benign
SESSION-01042,6,5,0.16666666666666666,2,4,3,1,2,109540,3,3,1,attack
SESSION-01043,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-01044,7,6,0.14285714285714285,2,4,3,1,2,139893,3,3,1,attack
SESSION-01045,3,2,0.3333333333333333,1,2,2,0,0,7741,0,0,0,benign
SESSION-01046,6,5,0.16666666666666666,2,4,3,1,2,354353,3,3,1,attack
SESSION-01047,3,2,0.3333333333333333,2,1,2,0,0,4928,0,0,0,benign
SESSION-01048,4,3,0.25,2,2,2,0,0,5682,0,0,0,benign
SESSION-01049,7,6,0.14285714285714285,2,4,3,1,2,404693,3,3,1,attack
SESSION-01050,4,3,0.25,2,2,2,0,0,33371,0,0,0,benign
SESSION-01051,4,3,0.25,1,3,3,0,0,62092,0,0,0,benign
SESSION-01052,4,3,0.25,2,2,2,0,0,6810,0,0,0,benign
SESSION-01053,6,5,0.16666666666666666,2,4,3,1,2,643439,3,3,1,attack
SESSION-01054,6,5,0.16666666666666666,2,4,3,1,2,484657,3,3,1,attack
SESSION-01055,7,6,0.14285714285714285,2,4,3,1,2,258980,3,3,1,attack
SESSION-01056,3,2,0.3333333333333333,1,2,2,1,0,31670,0,0,0,benign
SESSION-01057,4,3,0.25,2,2,2,0,0,54932,0,0,0,benign
SESSION-01058,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,attack
SESSION-01059,3,2,0.3333333333333333,1,2,2,0,0,47114,0,0,0,benign
SESSION-01060,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-01061,3,2,0.3333333333333333,2,1,2,0,0,27726,0,0,0,benign
SESSION-01062,6,5,0.16666666666666666,2,4,3,1,2,212494,3,3,1,attack
SESSION-01063,7,6,0.14285714285714285,2,4,3,1,2,287616,3,3,1,attack
SESSION-01064,4,3,0.25,2,2,2,0,0,22426,0,0,0,benign
SESSION-01065,6,5,0.16666666666666666,2,4,3,1,2,671441,3,3,1,attack
SESSION-01066,3,2,0.3333333333333333,2,1,2,0,0,43073,0,0,0,benign
SESSION-01067,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01068,3,2,0.3333333333333333,2,1,2,0,0,53153,0,0,0,benign
SESSION-01069,3,2,0.3333333333333333,1,2,2,1,0,35548,0,0,0,benign
SESSION-01070,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-01071,4,3,0.25,2,2,2,0,0,18367,0,0,0,benign
SESSION-01072,6,5,0.16666666666666666,2,4,3,1,2,148041,3,3,1,attack
SESSION-01073,3,2,0.3333333333333333,1,2,2,0,0,32925,0,0,0,benign
SESSION-01074,3,2,0.3333333333333333,2,1,2,0,0,21572,0,0,0,benign
SESSION-01075,4,3,0.25,2,2,2,0,0,48640,0,0,0,benign
SESSION-01076,4,3,0.25,1,3,3,0,0,10553,0,0,0,benign
SESSION-01077,3,2,0.3333333333333333,1,2,2,0,0,57580,0,0,0,benign
SESSION-01078,4,3,0.25,1,3,3,1,0,64967,0,0,0,benign
SESSION-01079,4,3,0.25,1,3,3,1,0,29429,0,0,0,benign
SESSION-01080,3,2,0.3333333333333333,2,1,2,0,0,23091,0,0,0,benign
SESSION-01081,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01082,4,3,0.25,1,3,3,1,0,6614,0,0,0,benign
SESSION-01083,7,6,0.14285714285714285,2,4,3,1,2,551342,3,3,1,attack
SESSION-01084,6,5,0.16666666666666666,2,4,3,1,2,765455,3,3,1,attack
SESSION-01085,4,3,0.25,2,2,2,0,0,59027,0,0,0,benign
SESSION-01086,3,2,0.3333333333333333,2,1,2,0,0,21267,0,0,0,benign
SESSION-01087,6,5,0.16666666666666666,2,4,3,1,2,121135,3,3,1,attack
SESSION-01088,3,2,0.3333333333333333,1,2,2,0,0,40929,0,0,0,benign
SESSION-01089,3,2,0.3333333333333333,2,1,2,0,0,22043,0,0,0,benign
SESSION-01090,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01091,3,2,0.3333333333333333,2,1,2,0,0,57883,0,0,0,benign
SESSION-01092,3,2,0.3333333333333333,1,2,2,1,0,34682,0,0,0,benign
SESSION-01093,3,2,0.3333333333333333,1,2,2,0,0,48061,0,0,0,benign
SESSION-01094,4,3,0.25,1,3,3,1,0,34085,0,0,0,benign
SESSION-01095,3,2,0.3333333333333333,1,2,2,0,0,46684,0,0,0,benign
SESSION-01096,3,2,0.3333333333333333,1,2,2,0,0,4109,0,0,0,benign
SESSION-01097,3,2,0.3333333333333333,1,2,2,1,0,3968,0,0,0,benign
SESSION-01098,3,2,0.3333333333333333,2,1,2,0,0,17749,0,0,0,benign
SESSION-01099,4,3,0.25,1,3,3,0,0,38594,0,0,0,benign
SESSION-01100,4,3,0.25,1,3,3,0,0,30408,0,0,0,benign
SESSION-01101,3,2,0.3333333333333333,2,1,2,0,0,56180,0,0,0,benign
SESSION-01102,3,2,0.3333333333333333,1,2,2,0,0,3222,0,0,0,benign
SESSION-01103,3,2,0.3333333333333333,2,1,2,0,0,62606,0,0,0,benign
SESSION-01104,3,2,0.3333333333333333,1,2,2,0,0,51710,0,0,0,benign
SESSION-01105,3,2,0.3333333333333333,2,1,2,0,0,43201,0,0,0,benign
SESSION-01106,3,2,0.3333333333333333,2,1,2,0,0,46063,0,0,0,benign
SESSION-01107,4,3,0.25,1,3,3,0,0,8560,0,0,0,benign
SESSION-01108,6,5,0.16666666666666666,2,4,3,1,2,273493,3,3,1,attack
SESSION-01109,3,2,0.3333333333333333,1,2,2,1,0,58815,0,0,0,benign
SESSION-01110,7,6,0.14285714285714285,2,4,3,1,2,309432,3,3,1,attack
SESSION-01111,7,6,0.14285714285714285,2,4,3,1,2,137890,3,3,1,attack
SESSION-01112,4,3,0.25,2,2,2,0,0,59686,0,0,0,benign
SESSION-01113,7,6,0.14285714285714285,2,4,3,1,2,695886,3,3,1,attack
SESSION-01114,4,3,0.25,1,3,3,1,0,30309,0,0,0,benign
SESSION-01115,4,3,0.25,1,3,3,1,0,44776,0,0,0,benign
SESSION-01116,4,3,0.25,2,2,2,0,0,13448,0,0,0,benign
SESSION-01117,3,2,0.3333333333333333,2,1,2,0,0,15759,0,0,0,benign
SESSION-01118,4,3,0.25,2,2,2,0,0,37069,0,0,0,benign
SESSION-01119,6,5,0.16666666666666666,2,4,3,1,2,464651,3,3,1,benign
SESSION-01120,7,6,0.14285714285714285,2,4,3,1,2,680501,3,3,1,attack
SESSION-01121,3,2,0.3333333333333333,1,2,2,0,0,43284,0,0,0,benign
SESSION-01122,3,2,0.3333333333333333,2,1,2,0,0,34053,0,0,0,benign
SESSION-01123,7,6,0.14285714285714285,2,4,3,1,2,335374,3,3,1,attack
SESSION-01124,4,3,0.25,1,3,3,1,0,19671,0,0,0,benign
SESSION-01125,4,3,0.25,1,3,3,1,0,44582,0,0,0,benign
SESSION-01126,3,2,0.3333333333333333,1,2,2,1,0,60404,0,0,0,benign
SESSION-01127,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01128,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01129,3,2,0.3333333333333333,2,1,2,0,0,33945,0,0,0,benign
SESSION-01130,4,3,0.25,2,2,2,0,0,7843,0,0,0,benign
SESSION-01131,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-01132,6,5,0.16666666666666666,2,4,3,1,2,881162,3,3,1,benign
SESSION-01133,7,6,0.14285714285714285,2,4,3,1,2,371398,3,3,1,attack
SESSION-01134,3,2,0.3333333333333333,2,1,2,0,0,64639,0,0,0,benign
SESSION-01135,3,2,0.3333333333333333,1,2,2,1,0,6720,0,0,0,attack
SESSION-01136,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01137,3,2,0.3333333333333333,2,1,2,0,0,53660,0,0,0,benign
SESSION-01138,4,3,0.25,2,2,2,0,0,47796,0,0,0,benign
SESSION-01139,3,2,0.3333333333333333,1,2,2,1,0,50648,0,0,0,benign
SESSION-01140,3,2,0.3333333333333333,2,1,2,0,0,16661,0,0,0,benign
SESSION-01141,6,5,0.16666666666666666,2,4,3,1,2,292043,3,3,1,attack
SESSION-01142,3,2,0.3333333333333333,1,2,2,0,0,27008,0,0,0,benign
SESSION-01143,4,3,0.25,1,3,3,0,0,5711,0,0,0,benign
SESSION-01144,6,5,0.16666666666666666,2,4,3,1,2,94649,3,3,1,benign
SESSION-01145,4,3,0.25,1,3,3,0,0,42756,0,0,0,benign
SESSION-01146,4,3,0.25,2,2,2,0,0,44768,0,0,0,benign
SESSION-01147,6,5,0.16666666666666666,2,4,3,1,2,137655,3,3,1,attack
SESSION-01148,4,3,0.25,1,3,3,0,0,37818,0,0,0,attack
SESSION-01149,3,2,0.3333333333333333,2,1,2,0,0,50260,0,0,0,benign
SESSION-01150,4,3,0.25,2,2,2,0,0,13522,0,0,0,benign
SESSION-01151,6,5,0.16666666666666666,2,4,3,1,2,483929,3,3,1,benign
SESSION-01152,3,2,0.3333333333333333,2,1,2,0,0,46075,0,0,0,benign
SESSION-01153,6,5,0.16666666666666666,2,4,3,1,2,478649,3,3,1,attack
SESSION-01154,3,2,0.3333333333333333,2,1,2,0,0,9442,0,0,0,benign
SESSION-01155,4,3,0.25,1,3,3,0,0,29213,0,0,0,benign
SESSION-01156,6,5,0.16666666666666666,2,4,3,1,2,148668,3,3,1,attack
SESSION-01157,7,6,0.14285714285714285,2,4,3,1,2,215819,3,3,1,attack
SESSION-01158,7,6,0.14285714285714285,2,4,3,1,2,866290,3,3,1,benign
SESSION-01159,6,5,0.16666666666666666,2,4,3,1,2,508037,3,3,1,attack
SESSION-01160,3,2,0.3333333333333333,2,1,2,0,0,11717,0,0,0,benign
SESSION-01161,3,2,0.3333333333333333,1,2,2,1,0,49898,0,0,0,benign
SESSION-01162,4,3,0.25,2,2,2,0,0,29663,0,0,0,benign
SESSION-01163,3,2,0.3333333333333333,2,1,2,0,0,51033,0,0,0,benign
SESSION-01164,6,5,0.16666666666666666,2,4,3,1,2,569604,3,3,1,benign
SESSION-01165,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01166,4,3,0.25,2,2,2,0,0,25390,0,0,0,benign
SESSION-01167,3,2,0.3333333333333333,1,2,2,0,0,18192,0,0,0,benign
SESSION-01168,6,5,0.16666666666666666,2,4,3,1,2,317746,3,3,1,benign
SESSION-01169,4,3,0.25,1,3,3,1,0,34417,0,0,0,benign
SESSION-01170,4,3,0.25,1,3,3,0,0,36237,0,0,0,benign
SESSION-01171,3,2,0.3333333333333333,1,2,2,1,0,62581,0,0,0,attack
SESSION-01172,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01173,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-01174,7,6,0.14285714285714285,2,4,3,1,2,273757,3,3,1,benign
SESSION-01175,3,2,0.3333333333333333,2,1,2,0,0,8907,0,0,0,benign
SESSION-01176,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-01177,3,2,0.3333333333333333,2,1,2,0,0,40094,0,0,0,benign
SESSION-01178,3,2,0.3333333333333333,1,2,2,0,0,44857,0,0,0,benign
SESSION-01179,7,6,0.14285714285714285,2,4,3,1,2,202161,3,3,1,attack
SESSION-01180,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-01181,6,5,0.16666666666666666,2,4,3,1,2,874870,3,3,1,attack
SESSION-01182,4,3,0.25,1,3,3,1,0,59053,0,0,0,benign
SESSION-01183,6,5,0.16666666666666666,2,4,3,1,2,848460,3,3,1,benign
SESSION-01184,3,2,0.3333333333333333,2,1,2,0,0,42729,0,0,0,benign
SESSION-01185,4,3,0.25,2,2,2,0,0,56728,0,0,0,benign
SESSION-01186,4,3,0.25,1,3,3,0,0,22623,0,0,0,benign
SESSION-01187,6,5,0.16666666666666666,2,4,3,1,2,716181,3,3,1,attack
SESSION-01188,4,3,0.25,1,3,3,0,0,8754,0,0,0,benign
SESSION-01189,3,2,0.3333333333333333,1,2,2,1,0,33116,0,0,0,benign
SESSION-01190,6,5,0.16666666666666666,2,4,3,1,2,631970,3,3,1,benign
SESSION-01191,3,2,0.3333333333333333,2,1,2,0,0,30910,0,0,0,benign
SESSION-01192,7,6,0.14285714285714285,2,4,3,1,2,405928,3,3,1,attack
SESSION-01193,4,3,0.25,2,2,2,0,0,57277,0,0,0,benign
SESSION-01194,7,6,0.14285714285714285,2,4,3,1,2,609838,3,3,1,attack
SESSION-01195,3,2,0.3333333333333333,2,1,2,0,0,48217,0,0,0,benign
SESSION-01196,3,2,0.3333333333333333,1,2,2,1,0,27872,0,0,0,benign
SESSION-01197,3,2,0.3333333333333333,1,2,2,0,0,54916,0,0,0,benign
SESSION-01198,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-01199,3,2,0.3333333333333333,1,2,2,1,0,7673,0,0,0,benign
SESSION-01200,4,3,0.25,1,3,3,1,0,25064,0,0,0,benign
